,ad title,link,year of construction,fuel,transmission,vehicle type,mileage (km)
112,Opel Meriva 1.4 Turbo 88KW LPG 12-12-2013 Blauw,,2013.0,LPG ,Handgeschakeld ,MPV ,176545.0
113,Opel Corsa  D  1.4 16v  (Benzine),marktplaats.nl/v/auto-s/opel/m2064757867-opel-corsa-d-1-4-16v-benzine,2007.0,Benzine ,Handgeschakeld ,Hatchback ,245000.0
114,Opel Astra 1.0 Edition NAP/CLIMA/CRUISE/APK 11-2024/DAKJE,marktplaats.nl/v/auto-s/opel/m2064322700-opel-astra-1-0-edition-nap-clima-cruise-apk-11-2024-dakje,2016.0,Benzine ,Handgeschakeld ,Hatchback ,157676.0
115,Opel Corsa 1.3 CDTi EcoFlex S/S Cosmo navi mp4,marktplaats.nl/v/auto-s/opel/m2046534184-opel-corsa-1-3-cdti-ecoflex-s-s-cosmo-navi-mp4,2011.0,Diesel ,Handgeschakeld ,Hatchback ,240506.0
116,Opel Astra 1.6 Cdti 81KW Sports Tourer BJ2017 Wit Navi Airco,marktplaats.nl/v/auto-s/opel/m2063647597-opel-astra-1-6-cdti-81kw-sports-tourer-bj2017-wit-navi-airco,2017.0,Diesel ,Handgeschakeld ,Stationwagon ,205863.0
117,Opel Insignia 2.8 V6 Turbo OPC 4x4 325PK 6-Bak Facelift,marktplaats.nl/v/auto-s/opel/m2064136118-opel-insignia-2-8-v6-turbo-opc-4x4-325pk-6-bak-facelift,2015.0,Benzine ,Handgeschakeld ,Hatchback ,67812.0
118,Opel Insignia 1.6 T Sport navigatie ECC org NL 2009 zwart,marktplaats.nl/v/auto-s/opel/m2064219655-opel-insignia-1-6-t-sport-navigatie-ecc-org-nl-2009-zwart,2009.0,Benzine ,Handgeschakeld ,Sedan ,163095.0
119,Opel Movano Bestelbus L2 H2 2020 Diesel Handgeschakeld,marktplaats.nl/v/auto-s/opel/a1482365930-opel-movano-bestelbus-l2-h2-2020-diesel-handgeschakeld,2020.0,Diesel ,Handgeschakeld ,,96110.0
120,Te koop Opel Corsa 1.3 Cdti 70KW 3D 2011,marktplaats.nl/v/auto-s/opel/m2026726626-te-koop-opel-corsa-1-3-cdti-70kw-3d-2011,2011.0,Diesel ,Handgeschakeld ,Hatchback ,259386.0
121,Opel Astra 1.0 Turbo 77KW 5D 2017 Grijs,marktplaats.nl/v/auto-s/opel/m2065386768-opel-astra-1-0-turbo-77kw-5d-2017-grijs,2017.0,Benzine ,Handgeschakeld ,Hatchback ,111439.0
122,Opel Astra 1.4 74KW ST 2012 Grijs,marktplaats.nl/v/auto-s/opel/m2055198871-opel-astra-1-4-74kw-st-2012-grijs,2012.0,Benzine ,Handgeschakeld ,Stationwagon ,210000.0
123,Opel Meriva 1.6 16V 2005 Blauw incl. trekhaak en dak dragers,marktplaats.nl/v/auto-s/opel/m2058910873-opel-meriva-1-6-16v-2005-blauw-incl-trekhaak-en-dak-dragers,2005.0,Benzine ,Handgeschakeld ,MPV ,128500.0
124,Opel Zafira Tourer 1.4 Edition Airco|CruiseControl|Trekhaak,marktplaats.nl/v/auto-s/opel/m2055822942-opel-zafira-tourer-1-4-edition-airco-cruisecontrol-trekhaak,2015.0,Benzine ,Handgeschakeld ,MPV ,127978.0
125,"Opel Combo Life 1.2 Turbo L2H1 Edition Navi, Klima, Trekhaak",marktplaats.nl/v/auto-s/opel/m2055828679-opel-combo-life-1-2-turbo-l2h1-edition-navi-klima-trekhaak,2019.0,Benzine ,Handgeschakeld ,Overige carrosserieën ,45543.0
126,Opel Combo Tour 1.2 Turbo L1H1 Edition 5p CITROEN BERLINGO,marktplaats.nl/v/auto-s/opel/m2063550469-opel-combo-tour-1-2-turbo-l1h1-edition-5p-citroen-berlingo,2019.0,Benzine ,Handgeschakeld ,Overige carrosserieën ,42470.0
127,Opel Combo Bestelbus L2 H1 2017 Diesel Handgeschakeld,marktplaats.nl/v/auto-s/opel/a1495512515-opel-combo-bestelbus-l2-h1-2017-diesel-handgeschakeld,2017.0,Diesel ,Handgeschakeld ,,121989.0
128,"Opel Meriva Gezocht Inkoop, Met of Zonder APK, Gezocht Inkoo",marktplaats.nl/v/auto-s/opel/m2056848559-opel-meriva-gezocht-inkoop-met-of-zonder-apk-gezocht-inkoo,2007.0,Benzine ,Automaat ,MPV ,195690.0
129,Opel Astra 1.6 I Groen ✅ 93.588 KM,marktplaats.nl/v/auto-s/opel/m2063091451-opel-astra-1-6-i-groen-93-588-km,1998.0,Benzine ,Handgeschakeld ,Hatchback ,93588.0
130,Opel Astra 1.0 Turbo 77KW 5D 2018 Wit APK 4 juli 2025,marktplaats.nl/v/auto-s/opel/m2063918055-opel-astra-1-0-turbo-77kw-5d-2018-wit-apk-4-juli-2025,2018.0,Benzine ,Handgeschakeld ,Hatchback ,123200.0
131,Opel Zafira Tourer 2.0 CDTI Bns+ 7p Bovag Garantie,marktplaats.nl/v/auto-s/opel/m2060424742-opel-zafira-tourer-2-0-cdti-bns-7p-bovag-garantie,2012.0,Diesel ,Handgeschakeld ,MPV ,129990.0
132,Opel Insignia 2.0 T Edition 4x4 Bovag Garantie,marktplaats.nl/v/auto-s/opel/m2062163162-opel-insignia-2-0-t-edition-4x4-bovag-garantie,2011.0,Benzine ,Automaat ,Hatchback ,175800.0
133,"Opel Meriva 1.6-16V Temptation, NAP, Airco, APK 10-2024",marktplaats.nl/v/auto-s/opel/m2059750379-opel-meriva-1-6-16v-temptation-nap-airco-apk-10-2024,2007.0,Benzine ,Handgeschakeld ,MPV ,188081.0
134,"Opel Insignia Sports Tourer 1.6 T Cosmo, Panodak, Navi, 20 i",marktplaats.nl/v/auto-s/opel/m2058106136-opel-insignia-sports-tourer-1-6-t-cosmo-panodak-navi-20-i,2015.0,Benzine ,Handgeschakeld ,Stationwagon ,112969.0
135,Opel Vivaro Bestelbus L1 H1 2019 Diesel Handgeschakeld,marktplaats.nl/v/auto-s/opel/a1494284151-opel-vivaro-bestelbus-l1-h1-2019-diesel-handgeschakeld,2019.0,Diesel ,Handgeschakeld ,,100800.0
136,Opel Astra 1.6 Automaat 2010 Apk 11-2024 Airco Bluetooth,marktplaats.nl/v/auto-s/opel/m2052688839-opel-astra-1-6-automaat-2010-apk-11-2024-airco-bluetooth,2010.0,Benzine ,Automaat ,Hatchback ,189750.0
137,Opel Zafira 1.8 16V 2004 Grijs,,2004.0,Benzine ,Handgeschakeld ,MPV ,155000.0
138,Opel ASTRA 1.4 Turbo Innovation 150pk Clima Navigatie WI-FI,marktplaats.nl/v/auto-s/opel/m2057191014-opel-astra-1-4-turbo-innovation-150pk-clima-navigatie-wi-fi,2017.0,Benzine ,Handgeschakeld ,Hatchback ,104368.0
139,Opel Corsa 1.4 16V 5D 2008 Zwart,,2008.0,Benzine ,Handgeschakeld ,Hatchback ,
140,"Opel Tour 1.6, BJ 2003 Njoy, APK Nov 2024, Schuifdeur, Trkhk",marktplaats.nl/v/auto-s/opel/m2060346164-opel-tour-1-6-bj-2003-njoy-apk-nov-2024-schuifdeur-trkhk,2003.0,Benzine ,Handgeschakeld ,MPV ,451515.0
141,Opel Agila 1.2 I 16V 2001 apk tot feb 2025,,2001.0,Benzine ,Handgeschakeld ,Hatchback ,113000.0
142,Opel Corsa 1.2 16V 3D 2010 Zwart,marktplaats.nl/v/auto-s/opel/m2066201263-opel-corsa-1-2-16v-3d-2010-zwart,2010.0,Benzine ,Handgeschakeld ,Hatchback ,198689.0
143,Opel Corsa Verkopen? Astra Vectra Vivaro Combo? BESTE PRIJS!,marktplaats.nl/v/auto-s/opel/a1451720178-opel-corsa-verkopen-astra-vectra-vivaro-combo-beste-prijs,,,,,
144,Opel Astra 1.7 Cdti special sport,marktplaats.nl/v/auto-s/opel/m2066189670-opel-astra-1-7-cdti-special-sport,2011.0,Diesel ,Handgeschakeld ,Hatchback ,237259.0
145,"Opel Crossland X 1.2 Edition orgineel nl auto vol optie,s",marktplaats.nl/v/auto-s/opel/m2059641927-opel-crossland-x-1-2-edition-orgineel-nl-auto-vol-optie-s,2017.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,118735.0
146,"Opel Agila 1.2 Edition lage km stand vol optie,s",marktplaats.nl/v/auto-s/opel/m2056720449-opel-agila-1-2-edition-lage-km-stand-vol-optie-s,2009.0,Benzine ,Handgeschakeld ,Hatchback ,160191.0
147,Opel Meriva 1.6-16V Temptation | Navi | Airco | Cruise Contr,marktplaats.nl/v/auto-s/opel/m2063804421-opel-meriva-1-6-16v-temptation-navi-airco-cruise-contr,2008.0,Benzine ,Handgeschakeld ,MPV ,218839.0
148,Opel Zafira 1.7 CDTi Business|Navigatie|7 Persoons|,marktplaats.nl/v/auto-s/opel/m2061171018-opel-zafira-1-7-cdti-business-navigatie-7-persoons,2009.0,Diesel ,Handgeschakeld ,MPV ,243548.0
149,Opel Corsa 1.2 16V 5D 2012 Blauw NL Auto NAP,marktplaats.nl/v/auto-s/opel/m2066171165-opel-corsa-1-2-16v-5d-2012-blauw-nl-auto-nap,2012.0,Benzine ,Handgeschakeld ,Hatchback ,71200.0
150,Opel Mokka 1.4 Turbo 16V S&S 103KW 4X4 2015 Blauw,marktplaats.nl/v/auto-s/opel/m2066169053-opel-mokka-1-4-turbo-16v-s-s-103kw-4x4-2015-blauw,2015.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,162000.0
151,Opel Zafira 1.7 Cdti 81KW 2008 Zwart 7s  *airco*  EXPORT!!!!,,2008.0,Diesel ,Handgeschakeld ,Stationwagon ,371231.0
152,Opel Mokka 1.4 T Edition |Airco|Cruise|,marktplaats.nl/v/auto-s/opel/m2066131401-opel-mokka-1-4-t-edition-airco-cruise,2016.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,159571.0
153,Opel Corsa 1.6 OPC 3D 2007 Blauw NAP,marktplaats.nl/v/auto-s/opel/m2066116797-opel-corsa-1-6-opc-3d-2007-blauw-nap,2007.0,Benzine ,Handgeschakeld ,Hatchback ,157601.0
154,Opel Insignia 1.6 Cdti 136pk Aut 5D 2016 XENON LEDER CAMERA,marktplaats.nl/v/auto-s/opel/m2066115738-opel-insignia-1-6-cdti-136pk-aut-5d-2016-xenon-leder-camera,2016.0,Diesel ,Automaat ,Hatchback ,266843.0
155,Opel tigra 1.4 16v automaat rood bj 1994.izgst.met km stand,,,,,,
156,Opel Corsa 1.2 16V 3D 2009 Blauw,marktplaats.nl/v/auto-s/opel/m2066059937-opel-corsa-1-2-16v-3d-2009-blauw,2009.0,Benzine ,Handgeschakeld ,Hatchback ,147850.0
157,Opel Corsa Black roof editie 1.0T 66KW/90PK 3D 2018 Wit,marktplaats.nl/v/auto-s/opel/m2066090832-opel-corsa-black-roof-editie-1-0t-66kw-90pk-3d-2018-wit,2018.0,Benzine ,Handgeschakeld ,Hatchback ,53600.0
158,Opel Antara 3.2 V6 Cosmo *AUTOMAAT*,marktplaats.nl/v/auto-s/opel/m2066088893-opel-antara-3-2-v6-cosmo-automaat,2007.0,Benzine ,Automaat ,SUV of Terreinwagen ,153947.0
159,Opel Corsa 1.2 16V 3D 2003 Grijs (weinig kilometers),marktplaats.nl/v/auto-s/opel/m2063743718-opel-corsa-1-2-16v-3d-2003-grijs-weinig-kilometers,2003.0,Benzine ,Handgeschakeld ,Hatchback ,107338.0
160,Opel Astra 1.4 Sports Tourer AIRCO Navi 2011,marktplaats.nl/v/auto-s/opel/m2065188182-opel-astra-1-4-sports-tourer-airco-navi-2011,2011.0,Benzine ,Handgeschakeld ,Stationwagon ,200736.0
161,Opel Corsa 1.4 16V 5D 2007 Zwart,marktplaats.nl/v/auto-s/opel/m2065189799-opel-corsa-1-4-16v-5d-2007-zwart,2007.0,Benzine ,Handgeschakeld ,Hatchback ,187000.0
162,Opel Corsa 1.2 16V 5D WR 2006 Blauw,marktplaats.nl/v/auto-s/opel/m2066043135-opel-corsa-1-2-16v-5d-wr-2006-blauw,2006.0,Benzine ,Handgeschakeld ,Hatchback ,
163,Opel Insignia 2.0 Cdti 120pk Sports Tourer 2014 business +,marktplaats.nl/v/auto-s/opel/m2066038272-opel-insignia-2-0-cdti-120pk-sports-tourer-2014-business,2014.0,Diesel ,Handgeschakeld ,Stationwagon ,
164,Opel Insignia 1.8 Business TREKHAAK/ECC/PDC V&A/LMV18/NAVI,marktplaats.nl/v/auto-s/opel/m2062944070-opel-insignia-1-8-business-trekhaak-ecc-pdc-v-a-lmv18-navi,2009.0,Benzine ,Handgeschakeld ,Hatchback ,153425.0
165,Opel Corsa 1.3 Cdti 5D 55KW 2017 Zwart DUITSE PAPIEREN,,2017.0,Diesel ,Handgeschakeld ,Hatchback ,341107.0
166,Opel Corsa 1.3CDTI 70KW/95PK 5D 2017 Zwart DUITSE PAPIEREN,,2017.0,Diesel ,Handgeschakeld ,Hatchback ,264326.0
167,Opel Astra 1.4 74KW 5D 2011 Grijs,marktplaats.nl/v/auto-s/opel/m2066003311-opel-astra-1-4-74kw-5d-2011-grijs,2011.0,Benzine ,Handgeschakeld ,Hatchback ,169000.0
168,Opel Adam 1.4 bj 2015 apk 6-2024 onderhouds boekjes erbij,marktplaats.nl/v/auto-s/opel/m2058382329-opel-adam-1-4-bj-2015-apk-6-2024-onderhouds-boekjes-erbij,2015.0,LPG ,Handgeschakeld ,Hatchback ,154000.0
169,Opel Agila 1.2 I 16V 2001 Blauw,,2001.0,Benzine ,Handgeschakeld ,Hatchback ,188668.0
170,Opel Tigra TwinTop 1.4-16V Temptation |AIRCO|LEDER|DAKSTORIN,marktplaats.nl/v/auto-s/opel/m2063626017-opel-tigra-twintop-1-4-16v-temptation-airco-leder-dakstorin,2007.0,Benzine ,Automaat ,Cabriolet ,202130.0
171,Opel Grandland X 1.2 Turbo Innovation|Dealer onderhouden|NAP,marktplaats.nl/v/auto-s/opel/m2058003351-opel-grandland-x-1-2-turbo-innovation-dealer-onderhouden-nap,2018.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,99877.0
172,Opel Karl 1.0 EcoFLEX edition rood 2018 in nieuwstaat,marktplaats.nl/v/auto-s/opel/m2056133745-opel-karl-1-0-ecoflex-edition-rood-2018-in-nieuwstaat,2018.0,Benzine ,Handgeschakeld ,Hatchback ,42120.0
173,Opel Astra 1.8 16V GTC 2008 Zwart,marktplaats.nl/v/auto-s/opel/m2059265660-opel-astra-1-8-16v-gtc-2008-zwart,2008.0,Benzine ,Handgeschakeld ,Coupé ,221521.0
174,Opel Vectra 2.2 16V GTS 2007 Zwart,marktplaats.nl/v/auto-s/opel/m2064001384-opel-vectra-2-2-16v-gts-2007-zwart,2007.0,Benzine ,Handgeschakeld ,Hatchback ,241375.0
175,Opel Vivaro Combi 1.6 CDTI L1H1 11500.- EX BTW 9-PERSOONS AI,marktplaats.nl/v/auto-s/opel/m2066354160-opel-vivaro-combi-1-6-cdti-l1h1-11500-ex-btw-9-persoons-ai,2016.0,Diesel ,Handgeschakeld ,Overige carrosserieën ,232669.0
176,Opel KARL 1.0 ecoFLEX Edition,marktplaats.nl/v/auto-s/opel/m2066352221-opel-karl-1-0-ecoflex-edition,2018.0,Benzine ,Handgeschakeld ,Hatchback ,72723.0
177,"Opel Mokka-e 50-kWh 11kW bl. Level 3 Navi Camera € 2.000,-",marktplaats.nl/v/auto-s/opel/m2066349116-opel-mokka-e-50-kwh-11kw-bl-level-3-navi-camera-2-000,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,2.0
178,"Opel Mokka-e 50-kWh 11kW bl. Level 3 Navi Camera € 2.000,-",marktplaats.nl/v/auto-s/opel/m2066348024-opel-mokka-e-50-kwh-11kw-bl-level-3-navi-camera-2-000,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,2.0
179,"Opel Mokka-e 50-kWh 11kW bl. Level 3 Navi Camera € 2.000,-",marktplaats.nl/v/auto-s/opel/m2066348001-opel-mokka-e-50-kwh-11kw-bl-level-3-navi-camera-2-000,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,2.0
180,Opel Corsa 1.2 GS Line 101PK | Apple/Android Carplay | Digit,marktplaats.nl/v/auto-s/opel/m2066347693-opel-corsa-1-2-gs-line-101pk-apple-android-carplay-digit,2023.0,Benzine ,Handgeschakeld ,Hatchback ,10.0
181,"Opel Zafira 2.2 Temptation AUTOMAAT Airco, NAP, Stuurbekrach",marktplaats.nl/v/auto-s/opel/m2066347011-opel-zafira-2-2-temptation-automaat-airco-nap-stuurbekrach,2008.0,Benzine ,Automaat ,MPV ,119511.0
182,Opel Agila 1.0-12V Essentia / Zuinig / NWE APK (bj 2004),marktplaats.nl/v/auto-s/opel/m2066345870-opel-agila-1-0-12v-essentia-zuinig-nwe-apk-bj-2004,2004.0,Benzine ,Handgeschakeld ,Hatchback ,105199.0
183,Opel Astra 1.4 Ecotec 74KW 5-D 2011 Grijs,marktplaats.nl/v/auto-s/opel/m2066342898-opel-astra-1-4-ecotec-74kw-5-d-2011-grijs,2011.0,Benzine ,Handgeschakeld ,Hatchback ,195743.0
184,Opel Grandland 1.6 Turbo Hybrid GS Line | Climate control |,marktplaats.nl/v/auto-s/opel/m2066342360-opel-grandland-1-6-turbo-hybrid-gs-line-climate-control,2022.0,Hybride Elektrisch/Benzine ,Automaat ,SUV of Terreinwagen ,3187.0
185,Opel Commodore 2.8 1972 inruil mogelijk,marktplaats.nl/v/auto-s/opel/m2058541824-opel-commodore-2-8-1972-inruil-mogelijk,1972.0,LPG ,Handgeschakeld ,Coupé ,
186,Opel ZAFIRA 2.0 T OPC,marktplaats.nl/v/auto-s/opel/m2066339850-opel-zafira-2-0-t-opc,2007.0,Benzine ,Handgeschakeld ,MPV ,245645.0
187,Opel CORSA 1.2 AIRCO/ 3DRS /,marktplaats.nl/v/auto-s/opel/m2066339797-opel-corsa-1-2-airco-3drs,2012.0,Benzine ,Handgeschakeld ,Hatchback ,163333.0
188,Opel Grandland 1.2 Turbo GARANTIE TOT 27-5-2027! Binnen een,marktplaats.nl/v/auto-s/opel/m2066338203-opel-grandland-1-2-turbo-garantie-tot-27-5-2027-binnen-een,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,1346.0
189,Opel Mokka-e 50-kWh 11kW GS Line (DIRECT RIJDEN!/16%BIJT/Sub,marktplaats.nl/v/auto-s/opel/m2066337598-opel-mokka-e-50-kwh-11kw-gs-line-direct-rijden-16-bijt-sub,2022.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,18181.0
190,Opel Corsa-e Elegance | Navigatie | Parkeerhulp v/a,marktplaats.nl/v/auto-s/opel/m2066337437-opel-corsa-e-elegance-navigatie-parkeerhulp-v-a,2020.0,Elektrisch ,Automaat ,Hatchback ,36924.0
191,Opel Astra 1.0 inovation,,2017.0,Benzine ,Handgeschakeld ,Hatchback ,
192,Opel Astra 1.4 Ecotec 74KW 5-D 2010 Zwart,marktplaats.nl/v/auto-s/opel/m2066334931-opel-astra-1-4-ecotec-74kw-5-d-2010-zwart,2010.0,Benzine ,Handgeschakeld ,Hatchback ,180000.0
193,Opel Agila 1.0 Edition,marktplaats.nl/v/auto-s/opel/m2066332311-opel-agila-1-0-edition,2011.0,Benzine ,Handgeschakeld ,Hatchback ,207719.0
194,Opel Corsa 1.2 Edition 20 op Voorraad AIRCO NAVIGATIE CRUISE,marktplaats.nl/v/auto-s/opel/m2066331932-opel-corsa-1-2-edition-20-op-voorraad-airco-navigatie-cruise,2020.0,Benzine ,Handgeschakeld ,Hatchback ,65225.0
195,Opel Corsa Personenauto,marktplaats.nl/v/auto-s/opel/m2066331601-opel-corsa-personenauto,2022.0,Benzine ,Handgeschakeld ,Hatchback ,37485.0
196,Opel Astra 1.0 Edition | Trekhaak | applecarplay / android |,marktplaats.nl/v/auto-s/opel/m2057436896-opel-astra-1-0-edition-trekhaak-applecarplay-android,2016.0,Benzine ,Handgeschakeld ,Hatchback ,92000.0
197,Opel Zafira 1.6 Edition*Airco*LMV*7-Persoons*Cruise Control,marktplaats.nl/v/auto-s/opel/m2060177404-opel-zafira-1-6-edition-airco-lmv-7-persoons-cruise-control,2013.0,Benzine ,Handgeschakeld ,MPV ,134500.0
198,Opel KARL 1.0 ecoFLEX Edition Airco/Cruise/ Elec. ramen.,marktplaats.nl/v/auto-s/opel/m2065202463-opel-karl-1-0-ecoflex-edition-airco-cruise-elec-ramen,2016.0,Benzine ,Handgeschakeld ,Hatchback ,95500.0
199,Opel Grandland X 1.6 Turbo PLUG-IN Hybrid Ultimate | Stoel v,marktplaats.nl/v/auto-s/opel/m2056198605-opel-grandland-x-1-6-turbo-plug-in-hybrid-ultimate-stoel-v,2021.0,Hybride Elektrisch/Benzine ,,SUV of Terreinwagen ,74287.0
200,Opel Grandland X 1.6 Turbo PLUG-IN Hybrid4 Ultimate 4x4 300p,marktplaats.nl/v/auto-s/opel/m2055565977-opel-grandland-x-1-6-turbo-plug-in-hybrid4-ultimate-4x4-300p,2021.0,Hybride Elektrisch/Benzine ,,SUV of Terreinwagen ,54266.0
201,Opel Crossland X 1.2 Turbo Ultimate Navigatiesysteem Half le,marktplaats.nl/v/auto-s/opel/m2057742787-opel-crossland-x-1-2-turbo-ultimate-navigatiesysteem-half-le,2018.0,Benzine ,Automaat ,SUV of Terreinwagen ,20332.0
202,Opel Corsa 1.4-16V OPC White Edition,marktplaats.nl/v/auto-s/opel/m2061928074-opel-corsa-1-4-16v-opc-white-edition,2008.0,Benzine ,Handgeschakeld ,Hatchback ,132888.0
203,Opel Astra Sports Tourer 1.0 Turbo 120 Jaar Edition Airco/Na,marktplaats.nl/v/auto-s/opel/m2058812254-opel-astra-sports-tourer-1-0-turbo-120-jaar-edition-airco-na,2019.0,Benzine ,Handgeschakeld ,Stationwagon ,99438.0
204,Opel AGILA 1.2-16v ELEGANCE 5D BJ2001 AIRCO 117.825 NAP!,marktplaats.nl/v/auto-s/opel/m2060820561-opel-agila-1-2-16v-elegance-5d-bj2001-airco-117-825-nap,2001.0,Benzine ,Handgeschakeld ,MPV ,117825.0
205,Opel Astra 1.2 Business Edition Turbo Navi/Camera/Cruise,marktplaats.nl/v/auto-s/opel/m2066314984-opel-astra-1-2-business-edition-turbo-navi-camera-cruise,2022.0,Benzine ,Handgeschakeld ,Hatchback ,21021.0
206,Opel Corsa 1.4 Special Edition Airco|Cruise|NAP Logisch!,marktplaats.nl/v/auto-s/opel/m2066307154-opel-corsa-1-4-special-edition-airco-cruise-nap-logisch,2010.0,Benzine ,Handgeschakeld ,Hatchback ,171007.0
207,Opel Agila 1.0 12V LPG 2010 Wit,marktplaats.nl/v/auto-s/opel/m2066306684-opel-agila-1-0-12v-lpg-2010-wit,2010.0,LPG ,Handgeschakeld ,Hatchback ,150864.0
208,Opel Agila 1.2 Edition,marktplaats.nl/v/auto-s/opel/m2066305484-opel-agila-1-2-edition,2010.0,Benzine ,Handgeschakeld ,Hatchback ,109400.0
209,ford fiesta,,2010.0,Diesel ,Handgeschakeld ,Hatchback ,366000.0
210,Opel Corsa 1.4-16V Business,marktplaats.nl/v/auto-s/opel/m2066303091-opel-corsa-1-4-16v-business,2009.0,Benzine ,Handgeschakeld ,Hatchback ,258670.0
211,Opel Zafira 1.8 Cosmo ECC / NAP / VOL-LEDER / PDC / 7P,marktplaats.nl/v/auto-s/opel/m2066303044-opel-zafira-1-8-cosmo-ecc-nap-vol-leder-pdc-7p,2012.0,Benzine ,Handgeschakeld ,MPV ,202692.0
212,Opel Corsa 1.3 Cdti 70KW 3D 2011 Zwart,,2011.0,Diesel ,Handgeschakeld ,Hatchback ,201000.0
213,Opel Astra 1.4 Turbo 103KW ST 2011 Zwart,marktplaats.nl/v/auto-s/opel/m2066302240-opel-astra-1-4-turbo-103kw-st-2011-zwart,2011.0,Benzine ,Handgeschakeld ,Stationwagon ,
214,Opel Corsa 1.2-16V Rhythm WEINIG KM / NAP / ZEER NETTE,marktplaats.nl/v/auto-s/opel/m2066302003-opel-corsa-1-2-16v-rhythm-weinig-km-nap-zeer-nette,2006.0,Benzine ,Handgeschakeld ,Hatchback ,110006.0
215,Opel Corsa 1.2 16V 5D 2003 Zwart,marktplaats.nl/v/auto-s/opel/m2064553470-opel-corsa-1-2-16v-5d-2003-zwart,2003.0,Benzine ,Handgeschakeld ,Hatchback ,142464.0
216,Opel Corsa 1.3 Cdti 3D 55KW 2009 Zwart,,2009.0,Diesel ,Handgeschakeld ,Hatchback ,300839.0
217,"Opel ASTRA 1.4 Turbo Blitz , 33000 km !",marktplaats.nl/v/auto-s/opel/m2066300966-opel-astra-1-4-turbo-blitz-33000-km,2014.0,Benzine ,Handgeschakeld ,Hatchback ,33160.0
218,Opel Crossland X 1.2 Innovation + TREKHAAK / APPLE CARPLAY /,marktplaats.nl/v/auto-s/opel/m2066292427-opel-crossland-x-1-2-innovation-trekhaak-apple-carplay,2018.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,15643.0
219,Opel Astra 1.2 Business Edition navi Carplay Cruise,marktplaats.nl/v/auto-s/opel/m2066292219-opel-astra-1-2-business-edition-navi-carplay-cruise,2021.0,Benzine ,Handgeschakeld ,Hatchback ,28765.0
220,Opel Astra Cabriolet 1.8 126 PK BERTONE *ORIGINEEL NEDERLAND,marktplaats.nl/v/auto-s/opel/m2066288796-opel-astra-cabriolet-1-8-126-pk-bertone-origineel-nederland,2003.0,Benzine ,Handgeschakeld ,Cabriolet ,189938.0
221,Opel ASTRA 1.2T 130PK Edition 2020  NAVI  ECC  VELGEN  1e,marktplaats.nl/v/auto-s/opel/m2066288644-opel-astra-1-2t-130pk-edition-2020-navi-ecc-velgen-1e,2020.0,Benzine ,Handgeschakeld ,Hatchback ,17031.0
222,"Opel MOKKA 1.2 Turbo GS Line sport Camera, Navi, Virtual",marktplaats.nl/v/auto-s/opel/m2066288587-opel-mokka-1-2-turbo-gs-line-sport-camera-navi-virtual,2021.0,Benzine ,Automaat ,,17997.0
223,Opel Zafira 1.6 7-PERSOONS | CRUISE CONTROLE | AIRCO,marktplaats.nl/v/auto-s/opel/m2066287156-opel-zafira-1-6-7-persoons-cruise-controle-airco,2007.0,Benzine ,Handgeschakeld ,MPV ,236977.0
224,Opel Zafira 1.8 Business - 7 Persoons - Airco - APK 05-01-20,marktplaats.nl/v/auto-s/opel/m2066286615-opel-zafira-1-8-business-7-persoons-airco-apk-05-01-20,2006.0,Benzine ,Handgeschakeld ,MPV ,237250.0
225,Opel Corsa 1.2-16V Silverline AIRCO | ELEK. RAMEN | TREKHAAK,marktplaats.nl/v/auto-s/opel/m2066286346-opel-corsa-1-2-16v-silverline-airco-elek-ramen-trekhaak,2005.0,Benzine ,Handgeschakeld ,Hatchback ,189987.0
226,Opel Ampera-E LAUNCH EXECUTIVE 60 KWH *INCL. BTW* + ADAPTIVE,marktplaats.nl/v/auto-s/opel/m2066285624-opel-ampera-e-launch-executive-60-kwh-incl-btw-adaptive,2018.0,Elektrisch ,Automaat ,Hatchback ,91492.0
227,Opel Astra Wagon 1.6 Cosmo(( lpg/ gas/ AUTOMAAT))) nieuwe ap,marktplaats.nl/v/auto-s/opel/m2066281381-opel-astra-wagon-1-6-cosmo-lpg-gas-automaat-nieuwe-ap,2006.0,LPG ,,Stationwagon ,227678.0
228,Opel Astra GTC 1.6 Sport GTC / AUTOMAAT / AIRCO / LM VELGEN,marktplaats.nl/v/auto-s/opel/m2066278982-opel-astra-gtc-1-6-sport-gtc-automaat-airco-lm-velgen,2006.0,Benzine ,Automaat ,Hatchback ,211579.0
229,Opel Crossland 1.2 Turbo 130PK / AUTOMAAT / 2023 (bj 2023),marktplaats.nl/v/auto-s/opel/m2066277795-opel-crossland-1-2-turbo-130pk-automaat-2023-bj-2023,2023.0,Benzine ,Automaat ,SUV of Terreinwagen ,25906.0
